title,url,date,source,keyword
"Ibovespa termina em alta, em linha com mercado americano",https://valor.globo.com/financas/noticia/2011/12/27/ibovespa-termina-em-alta-em-linha-com-mercado-americano.ghtml,2011-12-27,valor,ibovespa
"Potencial de alta do Ibovespa é menor, mas ainda interessante",https://valor.globo.com/noticia/2011/12/27/potencial-de-alta-do-ibovespa-e-menor-mas-ainda-interessante.ghtml,2011-12-27,valor,recessão brasil
"Consumo de energia deve crescer até 3,8% em 2011, segundo EPE",https://valor.globo.com/brasil/noticia/2011/12/28/consumo-de-energia-deve-crescer-ate-38-em-2011-segundo-epe.ghtml,2011-12-28,valor,crise financeira
"Com baixa liquidez, Ibovespa acompanha mercado externo e perde 2,5%",https://valor.globo.com/financas/noticia/2011/12/28/com-baixa-liquidez-ibovespa-acompanha-mercado-externo-e-perde-25.ghtml,2011-12-28,valor,ibovespa
Piora de humor no exterior leva Ibovespa a ceder 2% e dólar subir,https://valor.globo.com/financas/noticia/2011/12/28/piora-de-humor-no-exterior-leva-ibovespa-a-ceder-2-e-dolar-subir.ghtml,2011-12-28,valor,ibovespa
Ibovespa aprofunda perdas e cede mais de 1%,https://valor.globo.com/financas/noticia/2011/12/28/ibovespa-aprofunda-perdas-e-cede-mais-de-1.ghtml,2011-12-28,valor,ibovespa
"Com volume e agenda fraca, Ibovespa começa negócios em queda",https://valor.globo.com/financas/noticia/2011/12/28/com-volume-e-agenda-fraca-ibovespa-comeca-negocios-em-queda.ghtml,2011-12-28,valor,ibovespa
Contas públicas e fluxo cambial no Brasil são os destaques da agenda,https://valor.globo.com/financas/noticia/2011/12/28/contas-publicas-e-fluxo-cambial-no-brasil-sao-os-destaques-da-agenda.ghtml,2011-12-28,valor,ibovespa
"Commodities mais uma vez dominam efeito do câmbio, afirma Quest",https://valor.globo.com/brasil/noticia/2011/12/29/commodities-mais-uma-vez-dominam-efeito-do-cambio-afirma-quest.ghtml,2011-12-29,valor,crise econômica
Ipea estima queda de investimento público em 2011,https://valor.globo.com/brasil/noticia/2011/12/29/ipea-estima-queda-de-investimento-publico-em-2011.ghtml,2011-12-29,valor,crise econômica
"2011 - Nos índices, um retrato do ano",https://valor.globo.com/brasil/noticia/2011/12/29/2011-nos-indices-um-retrato-do-ano.ghtml,2011-12-29,valor,crise econômica
Leia as manchetes de hoje dos principais jornais do país,https://valor.globo.com/brasil/noticia/2011/12/29/leia-as-manchetes-de-hoje-dos-principais-jornais-do-pais.ghtml,2011-12-29,valor,crise econômica
Ministro da Economia do Chile confirma a saída do ministro da Educação,https://valor.globo.com/mundo/noticia/2011/12/29/ministro-da-economia-do-chile-confirma-a-saida-do-ministro-da-educacao.ghtml,2011-12-29,valor,crise econômica
"Indústria ajuda PIB em 2012, mas retomada pode ser temporária",https://valor.globo.com/brasil/noticia/2011/12/29/industria-ajuda-pib-em-2012-mas-retomada-pode-ser-temporaria.ghtml,2011-12-29,valor,crise econômica
Empresários do varejo gaúcho mostram otimismo para 2012,https://valor.globo.com/empresas/noticia/2011/12/29/empresarios-do-varejo-gaucho-mostram-otimismo-para-2012.ghtml,2011-12-29,valor,crise econômica
Indicadores americanos dâo fôlego às bolsas europeias,https://valor.globo.com/financas/noticia/2011/12/29/indicadores-americanos-dao-folego-as-bolsas-europeias.ghtml,2011-12-29,valor,bolsa valores
Mantega sai em férias e volta a trabalhar dia 16,https://valor.globo.com/brasil/noticia/2011/12/29/mantega-sai-em-ferias-e-volta-a-trabalhar-dia-16.ghtml,2011-12-29,valor,crise econômica
Ações da B2W e V-Agro têm pior desempenho do Ibovespa no ano,https://valor.globo.com/financas/noticia/2011/12/29/acoes-da-b2w-e-v-agro-tem-pior-desempenho-do-ibovespa-no-ano.ghtml,2011-12-29,valor,crise econômica
Bolsas asiáticas encerram penúltimo pregão do ano sem rumo definido,https://valor.globo.com/financas/noticia/2011/12/29/bolsas-asiaticas-encerram-penultimo-pregao-do-ano-sem-rumo-definido.ghtml,2011-12-29,valor,bolsa valores
Mais um ano de turbulências para a economia mundial,https://valor.globo.com/opiniao/noticia/2011/12/29/mais-um-ano-de-turbulencias-para-a-economia-mundial.ghtml,2011-12-29,valor,crise financeira
Commodities agrícolas seguem sob pressão,https://valor.globo.com/agronegocios/noticia/2011/12/29/commodities-agricolas-seguem-sob-pressao.ghtml,2011-12-29,valor,crise financeira
China mantém liderança em ofertas iniciais com US$ 77 bilhões em 2011,https://valor.globo.com/noticia/2011/12/29/china-mantem-lideranca-em-ofertas-iniciais-com-us-77-bilhoes-em-2011.ghtml,2011-12-29,valor,crise financeira
"Cautelosos, bancos elevam volume de depósitos junto ao BCE a nível recorde",https://valor.globo.com/financas/noticia/2011/12/29/cautelosos-bancos-elevam-volume-de-depositos-junto-ao-bce-a-nivel-recorde.ghtml,2011-12-29,valor,crise financeira
"BC projeta déficit nominal de 1,2% do PIB no próximo ano",https://valor.globo.com/brasil/noticia/2011/12/29/bc-projeta-deficit-nominal-de-12-do-pib-no-proximo-ano.ghtml,2011-12-29,valor,crise financeira
Promoção garante aumento na demanda,https://valor.globo.com/empresas/noticia/2011/12/29/promocao-garante-aumento-na-demanda.ghtml,2011-12-29,valor,crise financeira
Temas de peso devem ser julgados pelo STF em 2012,https://valor.globo.com/legislacao/noticia/2011/12/29/temas-de-peso-devem-ser-julgados-pelo-stf-em-2012.ghtml,2011-12-29,valor,crise financeira
"Após anos na berlinda, fundos cambiais voltam a brilhar em 2011",https://valor.globo.com/noticia/2011/12/29/apos-anos-na-berlinda-fundos-cambiais-voltam-a-brilhar-em-2011.ghtml,2011-12-29,valor,crise financeira
BC coloca em audiência pública duas propostas de regulamentação,https://valor.globo.com/financas/noticia/2011/12/29/bc-coloca-em-audiencia-publica-duas-propostas-de-regulamentacao.ghtml,2011-12-29,valor,crise financeira
"Ibovespa fecha em leve alta no dia, mas perde 18,11% no ano",https://valor.globo.com/financas/noticia/2011/12/29/ibovespa-fecha-em-leve-alta-no-dia-mas-perde-1811-no-ano.ghtml,2011-12-29,valor,crise financeira
"Juros futuros indicam queda da Selic em 2012, mas alta em 2013",https://valor.globo.com/financas/noticia/2011/12/29/juros-futuros-indicam-queda-da-selic-em-2012-mas-alta-em-2013.ghtml,2011-12-29,valor,crise econômica
"Wall Street caminha para fechar 2011 em alta, apesar da crise europeia",https://valor.globo.com/financas/noticia/2011/12/29/wall-street-caminha-para-fechar-2011-em-alta-apesar-da-crise-europeia.ghtml,2011-12-29,valor,crise econômica
"Dólar Ptax fecha a R$ 1,8758, alta de 0,66%",https://valor.globo.com/financas/noticia/2011/12/29/dolar-ptax-fecha-a-r-18758-alta-de-066.ghtml,2011-12-29,valor,bolsa valores
BNY Mellon é o novo banco depositário das ADRs da Petrobras,https://valor.globo.com/empresas/noticia/2011/12/29/bny-mellon-e-o-novo-banco-depositario-das-adrs-da-petrobras.ghtml,2011-12-29,valor,bolsa valores
"Dólar estende ganhos e opera a R$ 1,88",https://valor.globo.com/financas/noticia/2011/12/29/dolar-estende-ganhos-e-opera-a-r-188.ghtml,2011-12-29,valor,bolsa valores
Bolsas europeias têm leve ganho após leilão da Itália,https://valor.globo.com/financas/noticia/2011/12/29/bolsas-europeias-tem-leve-ganho-apos-leilao-da-italia.ghtml,2011-12-29,valor,bolsa valores
"Fundos sofreram saques de R$ 5,5 bi na semana passada",https://valor.globo.com/noticia/2011/12/29/fundos-sofreram-saques-de-r-55-bi-na-semana-passada.ghtml,2011-12-29,valor,ibovespa
Leilão na Itália e sondagem industrial nos EUA marcam a agenda,https://valor.globo.com/financas/noticia/2011/12/29/leilao-na-italia-e-sondagem-industrial-nos-eua-marcam-a-agenda.ghtml,2011-12-29,valor,ibovespa
Terceira prévia do Ibovespa mantém ações da Localiza e inclui Dasa,https://valor.globo.com/financas/noticia/2011/12/29/terceira-previa-do-ibovespa-mantem-acoes-da-localiza-e-inclui-dasa.ghtml,2011-12-29,valor,ibovespa
"Pressionado por ações petrolíferas, Ibovespa opera estável",https://valor.globo.com/financas/noticia/2011/12/29/pressionado-por-acoes-petroliferas-ibovespa-opera-estavel.ghtml,2011-12-29,valor,ibovespa
"Ibovespa fecha em leve alta no dia, mas perde 18,11% no ano",https://valor.globo.com/noticia/2011/12/29/ibovespa-fecha-em-leve-alta-no-dia-mas-perde-1811-no-ano.ghtml,2011-12-29,valor,ibovespa
Agentes autônomos poderão distribuir fundos de diversos gestores,https://valor.globo.com/financas/noticia/2011/12/29/agentes-autonomos-poderao-distribuir-fundos-de-diversos-gestores.ghtml,2011-12-29,valor,bolsa valores
Ibovespa abre com leve recuperação no último pregão do ano,https://valor.globo.com/financas/noticia/2011/12/29/ibovespa-abre-com-leve-recuperacao-no-ultimo-pregao-do-ano.ghtml,2011-12-29,valor,ibovespa
Bolsas asiáticas amargam perdas de 11% a 21% em 2011,https://valor.globo.com/financas/noticia/2011/12/30/bolsas-asiaticas-amargam-perdas-de-11-a-21-em-2011.ghtml,2011-12-30,valor,crise econômica
Petróleo fecha último dia do ano em queda em Londres e NY,https://valor.globo.com/empresas/noticia/2011/12/30/petroleo-fecha-ultimo-dia-do-ano-em-queda-em-londres-e-ny.ghtml,2011-12-30,valor,crise econômica
"Bolsas europeias sobem no dia, mas perdem até 17% no ano",https://valor.globo.com/financas/noticia/2011/12/30/bolsas-europeias-sobem-no-dia-mas-perdem-ate-17-no-ano.ghtml,2011-12-30,valor,crise financeira
"Mesmo com crise, Dow Jones sobe e S&P 500 fica estável em 2011",https://valor.globo.com/financas/noticia/2011/12/30/mesmo-com-crise-dow-jones-sobe-e-s-p-500-fica-estavel-em-2011.ghtml,2011-12-30,valor,crise econômica
"PIB brasileiro deverá crescer 4% em 2013, estima a Cepal",https://valor.globo.com/brasil/noticia/2012/12/11/pib-brasileiro-devera-crescer-4-em-2013-estima-a-cepal.ghtml,2012-12-11,valor,recessão brasil
"Países afetados pela crise precisam discutir superação, diz Dilma",https://valor.globo.com/brasil/noticia/2012/12/11/paises-afetados-pela-crise-precisam-discutir-superacao-diz-dilma.ghtml,2012-12-11,valor,recessão brasil
"Mercosul puxou AL para baixo este ano, mas deve acelerar em 2013",https://valor.globo.com/mundo/noticia/2012/12/12/mercosul-puxou-al-para-baixo-este-ano-mas-deve-acelerar-em-2013.ghtml,2012-12-12,valor,recessão brasil
Exportações de motos reagem em 2012,https://valor.globo.com/empresas/noticia/2012/12/12/exportacoes-de-motos-reagem-em-2012.ghtml,2012-12-12,valor,recessão brasil
Mantega reafirma que não vê saída para crise europeia no curto prazo,https://valor.globo.com/brasil/noticia/2012/12/12/mantega-reafirma-que-nao-ve-saida-para-crise-europeia-no-curto-prazo.ghtml,2012-12-12,valor,recessão brasil
"Para analistas, ajuste de estoque é secundário para explicar PIB",https://valor.globo.com/brasil/noticia/2012/12/13/para-analistas-ajuste-de-estoque-e-secundario-para-explicar-pib.ghtml,2012-12-13,valor,recessão brasil
Um olhar analítico sobre a política monetária brasileira,https://valor.globo.com/financas/noticia/2012/12/13/um-olhar-analitico-sobre-a-politica-monetaria-brasileira.ghtml,2012-12-13,valor,recessão brasil
"Atual crise tende a durar um certo tempo, diz Dilma",https://valor.globo.com/politica/noticia/2012/12/14/atual-crise-tende-a-durar-um-certo-tempo-diz-dilma.ghtml,2012-12-14,valor,recessão brasil
"""Brasil está entre os países mais atrativos do mundo""",https://valor.globo.com/financas/noticia/2012/12/18/brasil-esta-entre-os-paises-mais-atrativos-do-mundo.ghtml,2012-12-18,valor,recessão brasil
Alcoa adia plano de expansão de sua mina de bauxita de Juruti,https://valor.globo.com/empresas/noticia/2012/12/18/alcoa-adia-plano-de-expansao-de-sua-mina-de-bauxita-de-juruti.ghtml,2012-12-18,valor,recessão brasil
Bovespa sobe com exterior; dólar digere arsenal do BC,https://valor.globo.com/financas/noticia/2012/12/18/bovespa-sobe-com-exterior-dolar-digere-arsenal-do-bc.ghtml,2012-12-18,valor,recessão brasil
"Apesar do PIB, a economia e o brasileiro vão bem, diz estudo do Ipea",https://valor.globo.com/brasil/noticia/2012/12/18/apesar-do-pib-a-economia-e-o-brasileiro-vao-bem-diz-estudo-do-ipea.ghtml,2012-12-18,valor,recessão brasil
"Bovespa fecha última semana ""cheia"" do ano com ganho de 2,3%",https://valor.globo.com/financas/noticia/2012/12/21/bovespa-fecha-ultima-semana-cheia-do-ano-com-ganho-de-23.ghtml,2012-12-21,valor,ibovespa
Ação do Brasil perde para concorrentes,https://valor.globo.com/financas/noticia/2012/12/26/acao-do-brasil-perde-para-concorrentes.ghtml,2012-12-26,valor,ibovespa
"Bovespa fecha em leve queda, travada por impasse fiscal nos EUA",https://valor.globo.com/financas/noticia/2012/12/26/bovespa-fecha-em-leve-queda-travada-por-impasse-fiscal-nos-eua.ghtml,2012-12-26,valor,ibovespa
"Preocupado com inflação, BC atua e dólar cai a R$ 2,05",https://valor.globo.com/financas/noticia/2012/12/26/preocupado-com-inflacao-bc-atua-e-dolar-cai-a-r-205.ghtml,2012-12-26,valor,ibovespa
"Bovespa retoma negócios perto da estabilidade e dólar recua a R$ 2,07",https://valor.globo.com/financas/noticia/2012/12/26/bovespa-retoma-negocios-perto-da-estabilidade-e-dolar-recua-a-r-207.ghtml,2012-12-26,valor,ibovespa
"Fortunati descarta PT local, mas defende aliança com Dilma",https://valor.globo.com/politica/noticia/2012/12/27/fortunati-descarta-pt-local-mas-defende-alianca-com-dilma.ghtml,2012-12-27,valor,crise financeira
Venda de imóveis nos EUA alcança melhor nível desde abril de 2010,https://valor.globo.com/mundo/noticia/2012/12/27/venda-de-imoveis-nos-eua-alcanca-melhor-nivel-desde-abril-de-2010.ghtml,2012-12-27,valor,crise financeira
Argentina apresenta defesa em disputa judicial nos EUA sobre dívida,https://valor.globo.com/mundo/noticia/2012/12/27/argentina-apresenta-defesa-em-disputa-judicial-nos-eua-sobre-divida.ghtml,2012-12-27,valor,crise financeira
Abe assume no Japão e mira crescimento,https://valor.globo.com/mundo/noticia/2012/12/27/abe-assume-no-japao-e-mira-crescimento.ghtml,2012-12-27,valor,crise financeira
Onda do 'vale a pena ver de novo' invade televisão brasileira,https://valor.globo.com/empresas/noticia/2012/12/27/onda-do-vale-a-pena-ver-de-novo-invade-televisao-brasileira.ghtml,2012-12-27,valor,crise financeira
"Quem, de fato, consegue investir como Warren Buffett?",https://valor.globo.com/financas/noticia/2012/12/27/quem-de-fato-consegue-investir-como-warren-buffett.ghtml,2012-12-27,valor,crise financeira
"Não há hipótese de Mantega sair do governo, diz Dilma",https://valor.globo.com/brasil/noticia/2012/12/27/nao-ha-hipotese-de-mantega-sair-do-governo-diz-dilma.ghtml,2012-12-27,valor,crise econômica
Dilma se diz otimista com a economia em 2013,https://valor.globo.com/brasil/noticia/2012/12/27/dilma-se-diz-otimista-com-a-economia-em-2013.ghtml,2012-12-27,valor,recessão brasil
Bovespa fecha em baixa com falta de resolução do abismo fiscal nos EUA,https://valor.globo.com/financas/noticia/2012/12/27/bovespa-fecha-em-baixa-com-falta-de-resolucao-do-abismo-fiscal-nos-eua.ghtml,2012-12-27,valor,ibovespa
Brasil volta a ser o alvo de capital externo,https://valor.globo.com/financas/noticia/2012/12/27/brasil-volta-a-ser-o-alvo-de-capital-externo.ghtml,2012-12-27,valor,ibovespa
"Em 2013, bolsa exigirá esforço extra de seleção",https://valor.globo.com/financas/noticia/2012/12/27/em-2013-bolsa-exigira-esforco-extra-de-selecao.ghtml,2012-12-27,valor,ibovespa
Ibovespa tem dia travado e giro fraco,https://valor.globo.com/financas/noticia/2012/12/27/ibovespa-tem-dia-travado-e-giro-fraco.ghtml,2012-12-27,valor,ibovespa
Bolsas caem com temor de iminente abismo fiscal nos EUA,https://valor.globo.com/financas/noticia/2012/12/27/bolsas-caem-com-temor-de-iminente-abismo-fiscal-nos-eua.ghtml,2012-12-27,valor,ibovespa
Fundos superam seus referenciais em 2012,https://valor.globo.com/financas/noticia/2012/12/27/fundos-superam-seus-referenciais-em-2012.ghtml,2012-12-27,valor,ibovespa
Juros fecham quase estáveis de olho no exterior e na atuação do BC,https://valor.globo.com/financas/noticia/2012/12/28/juros-fecham-quase-estaveis-de-olho-no-exterior-e-na-atuacao-do-bc.ghtml,2012-12-28,valor,crise financeira
"Fusões e aquisições no setor de consumo crescem 33%, diz pesquisa",https://valor.globo.com/empresas/noticia/2012/12/28/fusoes-e-aquisicoes-no-setor-de-consumo-crescem-33-diz-pesquisa.ghtml,2012-12-28,valor,crise financeira
Mais de 10 instituições selecionam bolsistas para estudar no exterior,https://valor.globo.com/carreira/ensino-executivo/noticia/2012/12/28/mais-de-10-instituicoes-selecionam-bolsistas-para-estudar-no-exterior.ghtml,2012-12-28,valor,bolsa valores
Bancos planejam grandes ofertas de ações no início de 2013,https://valor.globo.com/financas/noticia/2012/12/28/bancos-planejam-grandes-ofertas-de-acoes-no-inicio-de-2013.ghtml,2012-12-28,valor,ibovespa
Abastecimento de energia deixa a zona de conforto,https://valor.globo.com/opiniao/noticia/2012/12/28/abastecimento-de-energia-deixa-a-zona-de-conforto.ghtml,2012-12-28,valor,bolsa valores
Mercado de acesso deve ser foco no 2º semestre,https://valor.globo.com/financas/noticia/2012/12/28/mercado-de-acesso-deve-ser-foco-no-2o-semestre.ghtml,2012-12-28,valor,bolsa valores
Republicanos podem arcar com o ônus de um calote,https://valor.globo.com/mundo/noticia/2012/12/28/republicanos-podem-arcar-com-o-onus-de-um-calote.ghtml,2012-12-28,valor,crise financeira
Quando chega a hora da partida,https://valor.globo.com/eu-e/noticia/2012/12/28/quando-chega-a-hora-da-partida.ghtml,2012-12-28,valor,bolsa valores
Anac prevê 7% de expansão no volume de passagens,https://valor.globo.com/empresas/noticia/2012/12/28/anac-preve-7-de-expansao-no-volume-de-passagens.ghtml,2012-12-28,valor,bolsa valores
BM&FBovespa vê maioria das commodities caírem no ano,https://valor.globo.com/agronegocios/noticia/2012/12/28/bm-fbovespa-ve-maioria-das-commodities-cairem-no-ano.ghtml,2012-12-28,valor,bolsa valores
Commodities Agrícolas,https://valor.globo.com/agronegocios/noticia/2012/12/28/commodities-agricolas.ghtml,2012-12-28,valor,bolsa valores
IPOs de 2013 devem captar pelo menos R$ 20 bilhões,https://valor.globo.com/financas/noticia/2012/12/28/ipos-de-2013-devem-captar-pelo-menos-r-20-bilhoes.ghtml,2012-12-28,valor,bolsa valores
"Em recuperação, Mondelli promete pagamento integral de dívidas",https://valor.globo.com/agronegocios/noticia/2012/12/28/em-recuperacao-mondelli-promete-pagamento-integral-de-dividas.ghtml,2012-12-28,valor,crise financeira
Na encruzilhada política,https://valor.globo.com/eu-e/noticia/2012/12/28/na-encruzilhada-politica.ghtml,2012-12-28,valor,crise financeira
Variações sobre o mesmo tema,https://valor.globo.com/financas/noticia/2012/12/28/variacoes-sobre-o-mesmo-tema.ghtml,2012-12-28,valor,crise econômica
Discussões nos EUA sobre abismo fiscal centram atenções do mercado,https://valor.globo.com/financas/noticia/2012/12/28/discussoes-nos-eua-sobre-abismo-fiscal-centram-atencoes-do-mercado.ghtml,2012-12-28,valor,recessão brasil
Relação PIB-IPCA será a pior desde 2003,https://valor.globo.com/brasil/noticia/2012/12/28/relacao-pib-ipca-sera-a-pior-desde-2003.ghtml,2012-12-28,valor,recessão brasil
Queda do iene impulsiona bolsa do Japão,https://valor.globo.com/financas/noticia/2012/12/28/queda-do-iene-impulsiona-bolsa-do-japao.ghtml,2012-12-28,valor,bolsa valores
Farmacêuticas ameaçam reduzir os descontos a medicamentos,https://valor.globo.com/empresas/noticia/2012/12/28/farmaceuticas-ameacam-reduzir-os-descontos-a-medicamentos.ghtml,2012-12-28,valor,crise financeira
Preços dos grãos têm marca histórica em 2012,https://valor.globo.com/agronegocios/noticia/2012/12/28/precos-dos-graos-tem-marca-historica-em-2012.ghtml,2012-12-28,valor,crise econômica
Taxa de negociação cobrada no Tesouro Direto é extinta,https://valor.globo.com/financas/noticia/2012/12/28/taxa-de-negociacao-cobrada-no-tesouro-direto-e-extinta.ghtml,2012-12-28,valor,bolsa valores
Ações da Eletropaulo sobem 27% em 10 dias,https://valor.globo.com/empresas/noticia/2012/12/28/acoes-da-eletropaulo-sobem-27-em-10-dias.ghtml,2012-12-28,valor,ibovespa
"Ibovespa opera em alta, na contramão do exterior",https://valor.globo.com/financas/noticia/2012/12/28/ibovespa-opera-em-alta-na-contramao-do-exterior.ghtml,2012-12-28,valor,ibovespa
Credit Suisse rebaixa recomendação da Helbor para “neutra”,https://valor.globo.com/empresas/noticia/2012/12/28/credit-suisse-rebaixa-recomendacao-da-helbor-para-neutra.ghtml,2012-12-28,valor,ibovespa
Dólar tem volatilidade e Bovespa ensaia alta no último pregão do ano,https://valor.globo.com/financas/noticia/2012/12/28/dolar-tem-volatilidade-e-bovespa-ensaia-alta-no-ultimo-pregao-do-ano.ghtml,2012-12-28,valor,ibovespa
Impasse nos Estados Unidos derruba bolsas,https://valor.globo.com/financas/noticia/2012/12/28/impasse-nos-estados-unidos-derruba-bolsas.ghtml,2012-12-28,valor,ibovespa
"Sem solução à vista para abismo fiscal, Ibovespa cai",https://valor.globo.com/financas/noticia/2012/12/28/sem-solucao-a-vista-para-abismo-fiscal-ibovespa-cai.ghtml,2012-12-28,valor,ibovespa
"Bovespa ganha 7,4% no ano, com ações de consumo na liderança",https://valor.globo.com/financas/noticia/2012/12/28/bovespa-ganha-74-no-ano-com-acoes-de-consumo-na-lideranca.ghtml,2012-12-28,valor,ibovespa
TAM Aviação investe no Nordeste,https://valor.globo.com/empresas/noticia/2012/12/28/tam-aviacao-investe-no-nordeste.ghtml,2012-12-28,valor,crise econômica
"Dólar sobe no último pregão de 2012 e acumula alta de 9,5% no ano",https://valor.globo.com/financas/noticia/2012/12/28/dolar-sobe-no-ultimo-pregao-de-2012-e-acumula-alta-de-95-no-ano.ghtml,2012-12-28,valor,bolsa valores
Grande banco redescobre gestão de ativos,https://valor.globo.com/financas/noticia/2012/12/28/grande-banco-redescobre-gestao-de-ativos.ghtml,2012-12-28,valor,crise financeira
Dilma descarta saída de Mantega e considera 'ridículo' o risco de racionamento,https://valor.globo.com/politica/noticia/2012/12/28/dilma-descarta-saida-de-mantega-e-considera-ridiculo-o-risco-de-racionamento.ghtml,2012-12-28,valor,crise econômica
2013 pode não ser tão brilhante para o Bric,https://valor.globo.com/noticia/2012/12/28/2013-pode-nao-ser-tao-brilhante-para-o-bric.ghtml,2012-12-28,valor,crise econômica
Itaú muda sede e injeta US$ 200 milhões em unidade europeia,https://valor.globo.com/financas/noticia/2012/12/28/itau-muda-sede-e-injeta-us-200-milhoes-em-unidade-europeia.ghtml,2012-12-28,valor,crise financeira
"Expansão econômica da Rússia desacelera para 2,9%",https://valor.globo.com/mundo/noticia/2012/12/29/expansao-economica-da-russia-desacelera-para-29.ghtml,2012-12-29,valor,crise econômica
"Ambiente econômico da Alemanha será mais difícil em 2013, diz Merkel",https://valor.globo.com/mundo/noticia/2012/12/30/ambiente-economico-da-alemanha-sera-mais-dificil-em-2013-diz-merkel.ghtml,2012-12-30,valor,crise financeira
Dólar segue em alta com impasse sobre abismo fiscal,https://valor.globo.com/financas/noticia/2012/12/31/dolar-segue-em-alta-com-impasse-sobre-abismo-fiscal.ghtml,2012-12-31,valor,crise econômica
"Economistas projetam recuo de 0,3% no PIB",https://valor.globo.com/brasil/noticia/2013/11/29/economistas-projetam-recuo-de-03-no-pib.ghtml,2013-11-29,valor,recessão brasil
"Bolsas, juros e câmbio sobem no último pregão de novembro",https://valor.globo.com/financas/noticia/2013/11/29/bolsas-juros-e-cambio-sobem-no-ultimo-pregao-de-novembro.ghtml,2013-11-29,valor,recessão brasil
BCE emite sinal de alerta sobre os EUA e países emergentes,https://valor.globo.com/opiniao/noticia/2013/11/29/bce-emite-sinal-de-alerta-sobre-os-eua-e-paises-emergentes.ghtml,2013-11-29,valor,recessão brasil
Sinduscon prevê crescer acima do PIB,https://valor.globo.com/empresas/noticia/2013/12/03/sinduscon-preve-crescer-acima-do-pib.ghtml,2013-12-03,valor,recessão brasil
Apelo à ousadia masculina,https://valor.globo.com/eu-e/noticia/2013/12/06/apelo-a-ousadia-masculina.ghtml,2013-12-06,valor,recessão brasil
Aéreas projetam alta de 31% no transporte de passageiros até 2017,https://valor.globo.com/empresas/noticia/2013/12/10/aereas-projetam-alta-de-31-no-transporte-de-passageiros-ate-2017.ghtml,2013-12-10,valor,recessão brasil
"Brookfield tende a ser uma empresa de R$ 2,5 bi a R$ 3 bi por ano",https://valor.globo.com/empresas/noticia/2013/12/10/brookfield-tende-a-ser-uma-empresa-de-r-25-bi-a-r-3-bi-por-ano.ghtml,2013-12-10,valor,recessão brasil
Tombini alerta para riscos de mudar a LRF,https://valor.globo.com/financas/noticia/2013/12/11/tombini-alerta-para-riscos-de-mudar-a-lrf.ghtml,2013-12-11,valor,recessão brasil
"Inflação ao consumidor mostra alguma resistência, diz Hamilton, do BC",https://valor.globo.com/financas/noticia/2013/12/11/inflacao-ao-consumidor-mostra-alguma-resistencia-diz-hamilton-do-bc.ghtml,2013-12-11,valor,recessão brasil
Custo Brasil segue como gargalo para exportações,https://valor.globo.com/brasil/noticia/2013/12/19/custo-brasil-segue-como-gargalo-para-exportacoes.ghtml,2013-12-19,valor,recessão brasil
Inflação baixa desafia as políticas de bancos centrais de países ricos,https://valor.globo.com/noticia/2013/12/19/inflacao-baixa-desafia-as-politicas-de-bancos-centrais-de-paises-ricos.ghtml,2013-12-19,valor,recessão brasil
